id,taxonomy,kingdom,phylum,class,order,family,genus
OTU1,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU225,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Chaetothyriales, f__unidentified, g__unidentified
OTU2250,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__Spizellomyces,k__Fungi, p__Chytridiomycota, c__Chytridiomycetes, o__Spizellomycetales, f__Spizellomycetaceae, g__Spizellomyces
OTU2253,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Phlebia,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Polyporales, f__Meruliaceae, g__Phlebia
OTU2254,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__unidentified, g__unidentified
OTU2255,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Phaeosphaeria,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Phaeosphaeriaceae, g__Phaeosphaeria
OTU2259,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Sphaerellopsis,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Phaeosphaeriaceae, g__Sphaerellopsis
OTU226,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__unidentified, g__unidentified
OTU2264,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__unidentified, g__unidentified
OTU2265,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__unidentified, f__unidentified, g__unidentified
OTU2266,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Neosphaerellopsis,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Phaeosphaeriaceae, g__Neosphaerellopsis
OTU2267,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Pertusariales; f__Coccotremataceae; g__Coccotrema,k__Fungi, p__Ascomycota, c__Lecanoromycetes, o__Pertusariales, f__Coccotremataceae, g__Coccotrema
OTU2268,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Trechispora,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Trechisporales, f__Hydnodontaceae, g__Trechispora
OTU227,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Ascobolaceae; g__Ascobolus,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__Pezizales, f__Ascobolaceae, g__Ascobolus
OTU2270,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2272,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2274,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU2277,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Agaricaceae, g__unidentified
OTU2278,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__unidentified,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Onygenales, f__Onygenaceae, g__unidentified
OTU228,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__unidentified, g__unidentified
OTU2280,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Rosellinia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Xylariales, f__Xylariaceae, g__Rosellinia
OTU2284,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__unidentified, g__unidentified
OTU2285,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Rhexodenticula,k__Fungi, p__Ascomycota, c__Pezizomycotina_cls_Incertae_sedis, o__Pezizomycotina_ord_Incertae_sedis, f__Pezizomycotina_fam_Incertae_sedis, g__Rhexodenticula
OTU2286,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__unidentified, g__unidentified
OTU2287,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__Ustilentylomataceae; g__Ustilentyloma,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Microbotryales, f__Ustilentylomataceae, g__Ustilentyloma
OTU2289,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Xylariales, f__unidentified, g__unidentified
OTU229,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Cystofilobasidiaceae; g__Udeniomyces,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Cystofilobasidiales, f__Cystofilobasidiaceae, g__Udeniomyces
OTU2293,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Periconia,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Pleosporales_fam_Incertae_sedis, g__Periconia
OTU2294,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Venturiales, f__Venturiaceae, g__unidentified
OTU2296,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2299,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Thelephorales, f__Thelephoraceae, g__unidentified
OTU23,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Humicola
OTU230,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2301,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__Aphanoascus,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Onygenales, f__Onygenaceae, g__Aphanoascus
OTU2302,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2305,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Penicillium
OTU2306,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU2307,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__unidentified; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Auriculariales, f__unidentified, g__unidentified
OTU2308,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__unidentified; g__unidentified,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__unidentified, g__unidentified
OTU2309,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Ramularia,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__Mycosphaerellaceae, g__Ramularia
OTU231,k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Arthrobotrys,k__Fungi, p__Ascomycota, c__Orbiliomycetes, o__Orbiliales, f__Orbiliaceae, g__Arthrobotrys
OTU2310,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2311,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__unidentified; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Polyporales, f__unidentified, g__unidentified
OTU2312,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2313,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Mycosphaerella,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__Mycosphaerellaceae, g__Mycosphaerella
OTU2315,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2316,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2317,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2319,k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida,k__Fungi, p__Ascomycota, c__Saccharomycetes, o__Saccharomycetales, f__Saccharomycetales_fam_Incertae_sedis, g__Candida
OTU232,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__unidentified
OTU2320,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2321,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__unidentified, g__unidentified
OTU2323,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__unidentified,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__Mycosphaerellaceae, g__unidentified
OTU2325,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__unidentified, g__unidentified
OTU2327,k__Fungi; p__Zygomycota; c__Mortierellomycotina_cls_Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella,k__Fungi, p__Zygomycota, c__Mortierellomycotina_cls_Incertae_sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella
OTU2329,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Penicillium
OTU233,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2330,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Ascobolaceae; g__Ascobolus,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__Pezizales, f__Ascobolaceae, g__Ascobolus
OTU2331,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2333,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2334,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Bolbitiaceae, g__unidentified
OTU2336,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__unidentified, g__unidentified
OTU2337,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__unidentified, f__unidentified, g__unidentified
OTU2338,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2339,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Ophiostomatales; f__Ophiostomataceae; g__Sporothrix,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Ophiostomatales, f__Ophiostomataceae, g__Sporothrix
OTU2340,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Onygenales, f__unidentified, g__unidentified
OTU2341,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2342,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__Derxomyces,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Tremellales_fam_Incertae_sedis, g__Derxomyces
OTU2343,k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Rozellomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2344,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2345,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Staphylotrichum,k__Fungi, p__Ascomycota, c__Pezizomycotina_cls_Incertae_sedis, o__Pezizomycotina_ord_Incertae_sedis, f__Pezizomycotina_fam_Incertae_sedis, g__Staphylotrichum
OTU2346,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__Derxomyces,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Tremellales_fam_Incertae_sedis, g__Derxomyces
OTU2350,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Hydropus,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Marasmiaceae, g__Hydropus
OTU2351,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU2352,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Byssochlamys,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Byssochlamys
OTU2353,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2354,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Agaricaceae, g__Agaricus
OTU2356,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Coniothyrium,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Leptosphaeriaceae, g__Coniothyrium
OTU2357,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Rhexodenticula,k__Fungi, p__Ascomycota, c__Pezizomycotina_cls_Incertae_sedis, o__Pezizomycotina_ord_Incertae_sedis, f__Pezizomycotina_fam_Incertae_sedis, g__Rhexodenticula
OTU236,k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiomycetidae_ord_Incertae_sedis; f__Exobasidiomycetidae_fam_Incertae_sedis; g__Tilletiopsis,k__Fungi, p__Basidiomycota, c__Exobasidiomycetes, o__Exobasidiomycetidae_ord_Incertae_sedis, f__Exobasidiomycetidae_fam_Incertae_sedis, g__Tilletiopsis
OTU2361,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2362,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__unidentified, g__unidentified
OTU2363,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2365,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2367,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2368,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Thielavia,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Chaetomiaceae, g__Thielavia
OTU2369,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU237,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Aspergillus
OTU2370,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2373,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellales_fam_Incertae_sedis; g__Derxomyces,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Tremellales_fam_Incertae_sedis, g__Derxomyces
OTU2374,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Chytridiales; f__Endochytriaceae; g__Entophlyctis,k__Fungi, p__Chytridiomycota, c__Chytridiomycetes, o__Chytridiales, f__Endochytriaceae, g__Entophlyctis
OTU2375,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__unidentified, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU2378,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
OTU238,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinopsis
OTU2380,k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Cystobasidium,k__Fungi, p__Basidiomycota, c__Cystobasidiomycetes, o__Cystobasidiales, f__Cystobasidiaceae, g__Cystobasidium
OTU2384,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__unidentified, f__unidentified, g__unidentified
OTU2385,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified,k__Fungi, p__Ascomycota, c__unidentified, o__unidentified, f__unidentified, g__unidentified
